,encounter,is_cm,time,player,dps,might up,fury up,quick up,alac up,regen up,might out,fury out,quick out,alac out,regen out,dmgTaken,downed,cleanses,above90%,role,predicted_role,primary role,secondary role
2,Cardinal Adina CM,TRUE,11,KingHenne.9837,3844,0.396,33.234,17.197,,22.08,0,0,0,0,0,2870,0,0,85,2,leftover/trash/whatever,DPS,
3,Cardinal Adina CM,TRUE,11,Alecssu.1035,1821,6.758,98.657,16.396,27.476,27.698,0,0,0,0,0,1730,0,0,100,2,leftover/trash/whatever,DPS,
4,Cardinal Adina CM,TRUE,11,mhnx.3678,13449,5.055,42.379,41.021,34.347,34.55,0.026,0,0,0,0,3160,0,0,100,0,dps,DPS,
5,Cardinal Adina CM,TRUE,11,Hea.8675,1170,1.54,20.179,27.767,0.322,6.766,0,0,0,0,0,8969,0,0,0,2,leftover/trash/whatever,DPS,
8,Cardinal Adina CM,TRUE,11,Sniperius.5623,17906,6.226,98.913,80.079,19.44,50.058,0,0,0,0,7.866,3616,0,0,89.6551724137931,0,dps,dps,
9,Cardinal Adina CM,TRUE,11,Dova.4213,0,5.789,96.48,,,,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
0,Cardinal Adina CM,TRUE,50,mhnx.3678,19362,21.188,97.773,79.432,83.469,81.406,0.227,9.312,0,0,0,22805,1,2,100,0,dps,DPS,Tank
3,Cardinal Adina CM,TRUE,50,KingHenne.9837,16943,19.718,90.247,82.623,83.189,81.097,0,2.764,0,0,0,29987,0,0,94.8717948717949,0,dps,DPS,
4,Cardinal Adina CM,TRUE,50,Alecssu.1035,15258,19.248,83.619,79.745,83.734,81.696,3.46,0,0,0,0,18393,0,0,100,0,dps,DPS,
6,Cardinal Adina CM,TRUE,50,Hea.8675,18401,20.611,90.29,84.935,81.197,80.061,2.875,0,0,0,0,25670,0,0,86.1386138613861,0,dps,DPS,
8,Cardinal Adina CM,TRUE,50,Sniperius.5623,19983,20.697,96.522,93.754,81.949,85.499,0,0,0,0,2.341,25300,0,0,100,0,dps,dps,Portal
9,Cardinal Adina CM,TRUE,50,Dova.4213,13958,20.572,86.099,85.323,81.694,85.381,0.118,9.951,0,0,0,25627,0,5,89.7590361445783,0,dps,DPS,
2,Cardinal Sabir CM,TRUE,237,Alecssu.1035,15116,22.388,99.649,85.86,97.529,94.016,3.628,0,0,0,0.982,184712,0,1,89.5883777239709,0,dps,DPS,
3,Cardinal Sabir CM,TRUE,237,KingHenne.9837,22459,21.671,99.649,81.207,97.529,94.575,0,26.631,0,0,2.532,229636,0,7,85.1336898395722,0,dps,DPS,
4,Cardinal Sabir CM,TRUE,237,mhnx.3678,20592,22.743,99.649,72.8,97.64,92.07,0.775,9.448,0,0,0,200764,0,1,87.5,0,dps,DPS,
5,Cardinal Sabir CM,TRUE,237,Sniperius.5623,21950,24.87,99.702,100.008,98.841,99.668,2.238,0,0,0,0,181780,0,9,90.0696864111498,0,dps,dps,Portal
7,Cardinal Sabir CM,TRUE,237,Hea.8675,16597,24.862,99.601,97.78,93.124,93.951,1.766,0,0,0,0,173506,1,8,84.7457627118644,0,dps,DPS,
9,Cardinal Sabir CM,TRUE,237,Dova.4213,18147,24.728,99.601,99.802,88.103,99.668,0,23.463,0,0,1.203,184460,0,7,82.6762246117085,0,dps,DPS,
0,Qadim CM,TRUE,452,MORTthroughLIFE.9284,5301,21.495,93.232,83.345,73.974,84.975,0,0,0,0,3.369,266157,2,0,85.5769230769231,2,leftover/trash/whatever,DPS,
1,Qadim CM,TRUE,452,Madspike.4803,5528,24.418,99.994,97.508,99.994,97.285,0,0,0,0,7.625,228776,1,6,93.0930930930931,2,leftover/trash/whatever,DPS,
2,Qadim CM,TRUE,452,KingHenne.9837,7159,20.363,92.483,86.833,86.328,90.569,1.576,0,0,0,0,199353,1,12,89.0365448504983,2,leftover/trash/whatever,DPS,
5,Qadim CM,TRUE,452,Hea.8675,5391,23.339,100,95.325,75.649,90.208,0,14.641,0,0,0.298,244427,2,21,86.7226890756303,2,leftover/trash/whatever,DPS,
7,Qadim CM,TRUE,452,Dova.4213,4766,15.61,72.021,46.073,51.84,65.045,0.001,6.611,0,0,0.173,191676,0,1,93.0131004366812,2,leftover/trash/whatever,DPS,
8,Qadim CM,TRUE,452,Sniperius.5623,9737,22.435,82.066,96.313,68.767,70.21,0,0,0,0,0.508,173425,1,0,97.2477064220184,2,leftover/trash/whatever,DPS,
0,Twin Largos CM,TRUE,283,Madspike.4803,12041,20.964,99.812,98.146,99.336,88.276,0.146,0,0,0,1.385,244183,0,14,82.6196473551637,2,leftover/trash/whatever,DPS,
1,Twin Largos CM,TRUE,283,KingHenne.9837,12672,21.114,99.812,60.409,99.336,85.927,0,19.805,0,0,4.01,310411,1,2,80.3353658536585,2,leftover/trash/whatever,DPS,
2,Twin Largos CM,TRUE,283,MORTthroughLIFE.9284,10833,20.928,99.812,62.015,99.336,85.777,0,16.059,0,0,3.747,293514,1,3,73.6660929432014,2,leftover/trash/whatever,DPS,
7,Twin Largos CM,TRUE,283,Hea.8675,6898,24.782,99.871,99.576,96.314,99.008,0,21.338,0,0,0.424,296232,0,13,82.3076923076923,2,leftover/trash/whatever,DPS,
8,Twin Largos CM,TRUE,283,Dova.4213,5018,24.786,99.871,99.576,94.89,96.465,0,15.245,0,0,0.211,308405,0,1,76.271186440678,2,leftover/trash/whatever,DPS,
0,Twin Largos CM,TRUE,112,Madspike.4803,12021,23.098,99.242,99.208,99.037,97.257,0.247,0,0,0,0.92,85475,0,8,98.5915492957746,2,leftover/trash/whatever,DPS,
1,Twin Largos CM,TRUE,112,KingHenne.9837,13372,24.305,99.236,74.94,99.028,97.513,0,12.722,0,0,1.356,90320,0,8,87.7323420074349,0,dps,DPS,
2,Twin Largos CM,TRUE,112,MORTthroughLIFE.9284,11467,23.931,99.219,89.631,99.011,86.974,0,18.068,0,0,1.404,90082,0,12,94.4915254237288,2,leftover/trash/whatever,DPS,
5,Twin Largos CM,TRUE,112,Hea.8675,9736,22.743,93.756,94.492,91.36,94.154,0,11.867,0,0,1.255,89650,0,1,96.5217391304348,2,leftover/trash/whatever,DPS,
6,Twin Largos CM,TRUE,112,Dova.4213,8569,22.526,89.637,90.804,75.542,91.977,0,13.977,0,0,0.452,70548,0,1,92.1182266009852,2,leftover/trash/whatever,DPS,
1,Cardinal Sabir CM,TRUE,12,faight.3264,0,4.936,76.429,,71.144,,0,0,0,0,0,12346,0,0,0,2,leftover/trash/whatever,Boon DPS,
2,Cardinal Sabir CM,TRUE,12,Madspike.4803,0,1.534,52.351,,17.444,,0,0,0,0,0,4849,0,0,0,2,leftover/trash/whatever,DPS,
3,Cardinal Sabir CM,TRUE,12,MORTthroughLIFE.9284,0,3.792,67.149,,67.149,,0,0,0,0,0,15843,0,0,0,2,leftover/trash/whatever,DPS,
4,Cardinal Sabir CM,TRUE,12,Thomas.4208,0,1.087,36.5,,36.5,,0,0,0,0,0,9662,0,0,0,2,leftover/trash/whatever,Boon DPS,
5,Cardinal Sabir CM,TRUE,12,Dova.4213,0,,,,,,0,0,0,0,0,5129,0,0,0,2,leftover/trash/whatever,DPS,
6,Cardinal Sabir CM,TRUE,12,Hea.8675,0,,,,,,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
7,Cardinal Sabir CM,TRUE,12,Sniperius.5623,0,,,,,,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
8,Cardinal Sabir CM,TRUE,12,seb.2804,484,2.735,59,,59,,0,0,0,0,0,3161,0,0,35.2941176470588,2,leftover/trash/whatever,Heal,
1,Deimos CM,TRUE,367,KingHenne.9837,6,23.482,95.534,83.687,89.963,69.67,10.569,0,0,0,0.339,165551,0,3,100,2,leftover/trash/whatever,DPS,
2,Deimos CM,TRUE,367,MORTthroughLIFE.9284,0,22.826,98.651,81.689,80.713,57.715,0.584,0,0,0,0.468,285289,1,2,0,2,leftover/trash/whatever,DPS,
4,Deimos CM,TRUE,367,AlnSedai.2793,412,23.403,97.485,86.904,91.201,72.667,0.015,21.481,0,0,2.042,292433,1,3,100,2,leftover/trash/whatever,DPS,
5,Deimos CM,TRUE,367,Hea.8675,0,24.082,98.643,93.125,96.218,69.394,2.839,0,0,0,1.569,182043,0,7,0,2,leftover/trash/whatever,DPS,
6,Deimos CM,TRUE,367,Sniperius.5623,10,11.055,98.643,21.234,11.777,94.854,1.256,11.648,0,0,29.203,446751,1,0,100,2,leftover/trash/whatever,DPS,
10,Deimos CM,TRUE,367,Shackled Prisoner,0,,,,,,0,0,0,0,0,264863,0,0,0,2,leftover/trash/whatever,Heal,
11,Deimos CM,TRUE,367,Saul D'Alessio,0,0.819,,,4.192,16.064,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,Heal,
0,Cardinal Adina,FALSE,15,Madspike.4803,0,6.87,27.48,27.48,27.48,28.8,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
1,Cardinal Adina,FALSE,15,Dova.4213,0,6.873,74.401,27.49,27.49,28.804,0,12.788,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
2,Cardinal Adina,FALSE,15,Hea.8675,0,0.832,47.411,21.072,,28.8,1.148,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
0,Deimos CM,TRUE,347,MORTthroughLIFE.9284,0,22.086,99.345,88.404,98.382,95.242,0,11.457,0,0,1.443,207367,0,0,0,2,leftover/trash/whatever,DPS,
1,Deimos CM,TRUE,347,KingHenne.9837,225,21.151,99.345,67.33,98.701,92.419,0,11.104,0,0,1.2,190793,0,0,100,2,leftover/trash/whatever,DPS,
3,Deimos CM,TRUE,347,Thomas.4208,0,21.883,99.345,78.53,98.701,91.314,2.401,9.316,0,0,0,244792,1,0,0,2,leftover/trash/whatever,DPS,
5,Deimos CM,TRUE,347,Hea.8675,0,24.501,99.678,89.986,93.157,92.505,0,9.212,0,0,0,186281,0,0,0,2,leftover/trash/whatever,DPS,
7,Deimos CM,TRUE,347,Sniperius.5623,0,13.571,99.716,16.232,8.988,98.713,0.748,3.089,0,0,23.504,315527,0,0,0,2,leftover/trash/whatever,DPS,
9,Deimos CM,TRUE,347,Dova.4213,120,24.642,99.716,90.565,85.968,92.943,0,11.422,0,0,0,223950,0,0,100,2,leftover/trash/whatever,DPS,
10,Deimos CM,TRUE,347,Shackled Prisoner,0,,,,,,0,0,0,0,0,251092,0,0,0,2,leftover/trash/whatever,Heal,
11,Deimos CM,TRUE,347,Saul D'Alessio,0,4.986,36.318,14.518,3.179,52.724,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,Heal,
2,Mursaat Overseer CM,TRUE,125,MORTthroughLIFE.9284,27438,24.144,99.28,93.576,97.761,74.583,0,10.733,0,0,3.783,105439,0,0,83.6805555555556,0,dps,DPS,
3,Mursaat Overseer CM,TRUE,125,KingHenne.9837,35526,24.222,99.703,97.615,97.761,51.212,0,20.459,0,0,7.517,110985,0,0,83.7142857142857,0,dps,DPS,
4,Mursaat Overseer CM,TRUE,125,Thomas.4208,30342,23.781,99.28,91.559,97.761,59.278,2.225,5.583,0,0,1.199,88580,0,1,71.2918660287081,0,dps,DPS,
5,Mursaat Overseer CM,TRUE,125,Hea.8675,33729,24.53,98.831,96.954,97.323,96.489,0,13.984,0,0,3,88806,0,2,97.0670391061453,0,dps,DPS,
6,Mursaat Overseer CM,TRUE,125,Dova.4213,28619,24.396,98.832,96.954,97.323,96.488,1.533,9.653,0,0,3.551,74026,0,2,82.1917808219178,0,dps,DPS,
9,Mursaat Overseer CM,TRUE,125,Sniperius.5623,26749,24.776,99.673,99.053,99.053,99.053,0.621,0,0,0,0,60840,0,0,81.25,0,dps,dps,
0,Keep Construct CM,TRUE,307,MORTthroughLIFE.9284,21900,24.111,99.581,82.638,99.581,97.043,0,0,0,0,15.927,213579,0,3,90,0,dps,DPS,
2,Keep Construct CM,TRUE,307,KingHenne.9837,25995,22.456,99.582,89.541,99.582,94.297,0,0,0,0,0.325,175896,0,0,78.8519637462236,0,dps,DPS,
4,Keep Construct CM,TRUE,307,Thomas.4208,20570,20.582,99.581,83.809,99.581,93.844,0.812,0,0,0,0,205080,0,0,96.5189873417721,0,dps,DPS,
5,Keep Construct CM,TRUE,307,Sniperius.5623,31087,24.662,99.219,98.891,95.797,98.865,0,0,0,0,2.767,177103,0,4,92.3847695390782,0,dps,dps,
7,Keep Construct CM,TRUE,307,Hea.8675,25511,22.743,98.929,98.891,92.424,98.865,0.213,0,0,0,0,167531,0,0,95.4918032786885,0,dps,DPS,
9,Keep Construct CM,TRUE,307,Dova.4213,21399,24.605,98.93,98.891,95.117,98.865,0,0,0,0,0.061,181802,0,4,88.833746898263,0,dps,DPS,
0,Keep Construct CM,TRUE,14,MORTthroughLIFE.9284,22172,12.78,81.514,48.015,85.683,49.096,0,0,0,0,0,3063,0,0,91.304347826087,0,dps,DPS,
2,Keep Construct CM,TRUE,14,KingHenne.9837,33972,18.158,87.365,87.365,87.455,55.703,0,0,0,0,0,3450,0,0,100,0,dps,DPS,
4,Keep Construct CM,TRUE,14,Thomas.4208,29179,10.786,85.144,85.144,85.258,48.081,0.133,0,0,0,0,2828,0,0,100,0,dps,DPS,
5,Keep Construct CM,TRUE,14,Sniperius.5623,46190,10.604,85.96,67.574,49.962,76.365,0,0,0,0,47.859,5062,0,0,90.3846153846154,0,dps,dps,
7,Keep Construct CM,TRUE,14,Hea.8675,3070,0.082,,,,47.95,0,0,0,0,0,3658,0,0,37.5,2,leftover/trash/whatever,DPS,
8,Keep Construct CM,TRUE,14,sid.9435,0,,,,,,0,0,0,0,0,0,0,0,0,2,leftover/trash/whatever,DPS,
9,Keep Construct CM,TRUE,14,Dova.4213,2859,,,,,41.245,0,0,0,0,0,2570,0,0,38.8888888888889,2,leftover/trash/whatever,DPS,
1,Matthias Gabrel,FALSE,168,KingHenne.9837,24080,23.601,98.311,92.954,98.751,98.751,0,15.613,0,0,0,143202,0,7,86.9722557297949,0,dps,DPS,
5,Matthias Gabrel,FALSE,168,Hea.8675,21197,24.757,99.723,99.037,98.198,93.817,0,16.852,0,0,0.049,138744,0,11,74.8538011695906,0,dps,DPS,
9,Matthias Gabrel,FALSE,168,Dova.4213,17168,24.726,99.723,99.037,98.198,90.438,0.266,8.888,0,0,1.826,145288,2,3,80.5,0,dps,DPS,
0,Slothasor,FALSE,138,Alecssu.1035,14938,23.645,96.569,69.744,97.267,89.32,3.448,0,0,0,0.778,95993,0,12,97.5609756097561,0,dps,DPS,
1,Slothasor,FALSE,138,MORTthroughLIFE.9284,16735,21.966,94.055,83.244,96.366,87.063,0,19.184,0,0,1.913,138967,1,14,94.5035460992908,0,dps,DPS,
3,Slothasor,FALSE,138,KingHenne.9837,26244,23.572,96.887,96.136,98.044,93.935,2.127,0,0,0,0.361,95250,0,0,97.8798586572438,0,dps,DPS,
5,Slothasor,FALSE,138,Sniperius.5623,26475,24.075,98.68,95.846,95.444,92.69,0.043,13.828,0,0,0,92678,0,1,96.8627450980392,0,dps,dps,
6,Slothasor,FALSE,138,Dova.4213,11666,21.035,87.736,90.062,76.352,85.58,0.298,6.438,0,0,0,120170,1,36,83.1140350877193,2,leftover/trash/whatever,DPS,
9,Slothasor,FALSE,138,Hea.8675,12967,19.175,81.902,76.785,70.347,73.052,0,9.11,0,0,0.138,94783,0,3,93.3333333333333,2,leftover/trash/whatever,DPS,
0,Sabetha the Saboteur,FALSE,217,MORTthroughLIFE.9284,20145,24.258,97.925,97.156,97.155,92.822,0,17.15,0,0,0.207,243650,1,25,87.0925684485007,0,dps,DPS,
1,Sabetha the Saboteur,FALSE,217,KingHenne.9837,23945,24.411,100.008,99.218,97.211,91.161,1.94,0,0,0,0,154561,0,4,83.5820895522388,0,dps,DPS,
2,Sabetha the Saboteur,FALSE,217,Alecssu.1035,18882,24.506,99.071,99.218,97.211,97.502,3.647,0,0,0,0,230606,0,25,88.7290167865707,0,dps,DPS,
5,Sabetha the Saboteur,FALSE,217,Hea.8675,18481,24.638,99.897,98.848,96.727,97.336,0.067,0,0,0,0,179310,0,0,93.3503836317136,0,dps,DPS,
8,Sabetha the Saboteur,FALSE,217,Dova.4213,17370,24.657,99.896,98.884,97.211,97.336,2.216,0,0,0,0,263134,0,36,82.4940047961631,0,dps,DPS,
9,Sabetha the Saboteur,FALSE,217,Sniperius.5623,24948,24.602,99.896,98.115,98.115,96.809,0.973,0,0,0,0,223763,1,7,80.6593406593407,0,dps,dps,
0,Gorseval the Multifarious,FALSE,148,Alecssu.1035,17662,22.952,99.34,99.204,99.335,99.335,4.332,0,0,0,0.835,90623,0,13,95.8801498127341,0,dps,DPS,
1,Gorseval the Multifarious,FALSE,148,MORTthroughLIFE.9284,18766,24.685,99.204,99.204,99.335,99.335,0,0,0,0,17.716,72030,0,0,98.5,0,dps,DPS,
2,Gorseval the Multifarious,FALSE,148,KingHenne.9837,22324,23.018,99.638,99.204,99.335,99.335,2.55,0,0,0,0,58099,0,0,93.4426229508197,0,dps,DPS,
5,Gorseval the Multifarious,FALSE,148,Sniperius.5623,22255,24.684,99.289,98.041,92.079,99.418,0,0,0,0,1.569,73902,0,0,100,0,dps,dps,
6,Gorseval the Multifarious,FALSE,148,Hea.8675,14386,24.572,99.23,99.093,96.779,99.04,0.188,0,0,0,0,71232,0,4,93.8271604938272,0,dps,DPS,
9,Gorseval the Multifarious,FALSE,148,Dova.4213,17721,24.473,98.774,98.041,92.079,98.903,0.209,14.224,0,0,0.163,59518,0,13,93.3194154488518,0,dps,DPS,
0,Vale Guardian,FALSE,159,Alecssu.1035,13860,23.108,96.039,86.853,98.472,97.04,4.671,0,0,0,0,157473,0,0,77.3809523809524,0,dps,DPS,
2,Vale Guardian,FALSE,159,MORTthroughLIFE.9284,18573,24.687,95.743,91.171,98.472,97.04,0,0,0,0,8.343,154089,0,2,83.030303030303,0,dps,DPS,
3,Vale Guardian,FALSE,159,KingHenne.9837,19554,22.305,97.798,78.576,95.183,88.416,1.756,0,0,0,0,157986,0,0,64.8648648648649,0,dps,DPS,
5,Vale Guardian,FALSE,159,Sniperius.5623,19052,24.755,99.723,99.478,99.648,97.594,1.127,0,0,0,0,155940,0,0,76.8627450980392,0,dps,dps,
7,Vale Guardian,FALSE,159,Hea.8675,17115,24.63,99.377,98.925,97.941,93.964,0,14.111,0,0,2.889,149601,0,0,90.5063291139241,0,dps,DPS,
9,Vale Guardian,FALSE,159,Dova.4213,18080,24.729,99.378,98.925,99.077,92.258,0.053,16.538,0,0,0.74,106675,0,0,87.7284595300261,0,dps,DPS,
6,Vale Guardian,FALSE,157,Tarasicodissa.7084,18204,24.543,84.35,99.915,99.249,94.734,0,0,0,0.024,0,132040,0,0,94.9640287769784,0,dps,DPS,
8,Soulless Horror CM,TRUE,168,Tarasicodissa.7084,25922,23.401,95.223,93.796,96.614,93.722,4.868,0,0,0.056,0.097,202300,0,20,89.3670886075949,0,dps,DPS,
3,Qadim CM,TRUE,355,MrCamonkill.6419,5114,23.739,99.974,99.097,99.489,77.337,3.591,0,0,0.102,0,282303,5,28,85.3080568720379,2,leftover/trash/whatever,DPS,
8,Soulless Horror CM,TRUE,187,Montgomery.1624,28568,24.021,88.99,84.669,88.234,97.924,2.91,0,0,0.12,0.653,214924,1,25,84.8552338530067,0,dps,DPS,
1,Xera,FALSE,281,Styx.3278,15,15.852,61.326,50.307,65.565,68.753,1.693,12.85,0,0.221,0.393,53809,0,0,100,2,leftover/trash/whatever,DPS,
3,Qadim,FALSE,379,MrCamonkill.6419,5974,24.266,100,100,100,87.764,3.009,0,0,0.267,0.379,200962,0,19,81.8930041152263,2,leftover/trash/whatever,DPS,
8,Twin Largos,FALSE,239,ups.9017,7662,23.175,94.342,79.459,94.77,82.488,3.766,0,0,0.36,0,221324,0,18,74.5945945945946,2,leftover/trash/whatever,DPS,
2,Matthias Gabrel,FALSE,168,MORTthroughLIFE.9284,20536,22.688,98.31,97.034,98.75,98.75,3.077,0,0,0.366,0,172760,0,15,72.4867724867725,0,dps,DPS,
5,Matthias Gabrel,FALSE,159,Hea.8675,23662,24.544,99.074,95.616,98.369,96.808,2.815,0,0,0.388,0.723,110887,0,10,88,0,dps,DPS,
6,Matthias Gabrel,FALSE,156,SwyDie.5693,16406,19.108,96.732,65.94,93.481,46.478,2.217,0,0,0.394,1.721,158023,2,18,40.7801418439716,0,dps,DPS,
7,Soulless Horror CM,TRUE,190,Sniperius.5623,35754,22.09,96.569,87.097,89.856,95.306,3.185,0,0,0.395,0.051,227137,0,33,89.3728222996516,0,dps,dps,
7,Soulless Horror CM,TRUE,210,Tarasicodissa.7084,25449,22.466,90.115,83.794,96.928,95.359,4.624,0,0,0.409,0.999,252184,1,40,90.1408450704225,0,dps,DPS,
3,Slothasor,FALSE,142,MrCamonkill.6419,16332,22.674,97.767,84.998,82.252,81.465,6.23,0,0,0.433,2.838,229012,2,14,81.3664596273292,0,dps,DPS,
2,Matthias Gabrel,FALSE,193,Tarasicodissa.7084,16866,23.673,98.452,96.237,99.243,86.541,2.939,0,0,0.458,1.675,189518,0,29,71.75,0,dps,DPS,
6,Soulless Horror CM,TRUE,184,Montgomery.1624,28165,22.046,95.65,83.02,87.134,95.912,3.48,0,0,0.471,0,208404,0,18,78.2110091743119,0,dps,DPS,
0,Slothasor,FALSE,179,MrCamonkill.6419,11025,12.341,85.016,52.969,70.094,57.106,4.706,0,0,0.481,1.522,407026,4,36,77.8781038374718,2,leftover/trash/whatever,DPS,
7,Matthias Gabrel,FALSE,173,Dova.4213,14695,24.077,99.46,78.036,97.475,94.032,2.585,0,0,0.497,0,170284,1,13,66.7752442996743,0,dps,DPS,
9,Soulless Horror CM,TRUE,173,Pelda.1896,34253,23.104,96.704,97.804,93.347,93.054,4.728,0,0,0.498,0,177943,0,31,92.6294820717131,0,dps,DPS,
2,Matthias Gabrel,FALSE,165,MrCamonkill.6419,20768,23.523,99.728,97.009,99.352,94.599,4.534,0,0,0.52,0.064,135503,0,17,88.9855072463768,0,dps,DPS,
6,Soulless Horror CM,TRUE,190,Dova.4213,24853,21.208,84.159,83.466,90.783,89.558,2.554,0,0,0.523,0.019,226038,1,27,88.9655172413793,0,dps,DPS,
3,Matthias Gabrel,FALSE,154,Montgomery.1624,19533,23.117,98.039,97.233,97.571,57.508,2.787,0,0,0.56,0.491,166191,1,19,57.2706935123042,0,dps,DPS,
7,Twin Largos CM,TRUE,268,Sakke.3096,8863,22.179,99.344,99.25,91.22,88,5.062,0,0,0.642,0,273892,0,6,62.111801242236,2,leftover/trash/whatever,DPS,
6,Matthias Gabrel,FALSE,154,SwyDie.5693,20843,23.789,99.871,94.3,97.004,85.644,1.873,0,0,0.654,0,129619,0,34,60.6606606606607,0,dps,DPS,
6,Twin Largos CM,TRUE,300,Sashyca.8172,2993,24.495,99.171,98.72,81.386,98.275,1.937,4.446,0,0.674,0,250894,0,6,89.7637795275591,2,leftover/trash/whatever,DPS,
7,Matthias Gabrel,FALSE,202,Montgomery.1624,18890,21.479,99.284,82.499,99.56,65.384,2.946,0,0,0.727,0.731,155594,0,16,80.7522123893805,0,dps,DPS,
3,Qadim CM,TRUE,113,MrCamonkill.6419,4248,23.582,99.927,99.927,99.926,76.674,3.921,0,0,0.775,0,129498,1,7,59.1836734693878,2,leftover/trash/whatever,DPS,
8,Matthias Gabrel,FALSE,159,Dova.4213,17320,24.605,98.969,98.595,98.369,88.947,3.569,0,0,0.822,0,172776,2,12,84.1935483870968,0,dps,DPS,
0,Matthias Gabrel,FALSE,168,Alecssu.1035,16742,22.324,98.31,90.365,97.962,98.751,2.407,0,0,0.88,0,136341,0,7,94.8553054662379,0,dps,DPS,
9,Twin Largos CM,TRUE,282,Montgomery.1624,4435,23.92,95.585,84.574,95,96.233,2.876,0,0,0.915,0.589,207810,0,14,83.5820895522388,2,leftover/trash/whatever,DPS,
9,Matthias Gabrel,FALSE,223,Tarasicodissa.7084,14853,24.066,97.163,82.164,98.815,84.851,3.046,0,0,0.922,0.786,168606,0,29,87.6660341555977,0,dps,DPS,
7,Slothasor,FALSE,179,Montgomery.1624,12954,20.57,96.035,86.804,88.337,70.734,5.077,0,0,0.962,0,364258,2,21,67.5949367088608,2,leftover/trash/whatever,DPS,
2,Cardinal Sabir CM,TRUE,257,Taras.2159,16611,24.773,99.591,99.761,99.498,98.656,1.873,19.044,0,0.965,0,204484,0,0,95.8090803259604,0,dps,DPS,
2,Soulless Horror CM,TRUE,174,MrCamonkill.6419,27305,24.161,96.084,98.381,97.767,97.967,4.084,0,0,0.988,0,195048,0,13,98.4924623115578,0,dps,DPS,
3,Cardinal Adina CM,TRUE,247,Taras.2159,11079,23.082,98.299,96.804,96.962,96.348,1.431,13.33,0,1.099,0,143510,0,0,99.8058252427184,2,leftover/trash/whatever,DPS,
2,Matthias Gabrel,FALSE,154,MrCamonkill.6419,18726,24.021,99.572,95.843,99.698,96.972,3.348,0,0,1.114,0,130926,0,25,87.741935483871,0,dps,DPS,
4,Matthias Gabrel,FALSE,159,MORTthroughLIFE.9284,21873,23.147,99.121,83.097,96.189,97.611,4.791,0,0,1.277,0,129048,0,8,88.9855072463768,0,dps,DPS,
7,Matthias Gabrel,FALSE,193,GoGo.8725,15007,23.229,96.957,92.862,90.322,85.738,2.798,0,0,1.36,0.713,175722,0,39,72.8232189973615,0,dps,DPS,
9,Qadim CM,TRUE,129,SwyDie.5693,911,19.98,99.919,60.038,78.703,76.994,0.985,0,0,1.41,2.55,204263,3,8,31.5789473684211,2,leftover/trash/whatever,DPS,
4,Twin Largos CM,TRUE,314,Taras.2159,10916,24.321,99.668,94.177,98.521,86.669,1.172,19.71,0,1.426,0,227437,0,0,92.6253687315634,2,leftover/trash/whatever,DPS,
1,Matthias Gabrel,FALSE,154,Hea.8675,24472,23.306,94.239,88.482,94.968,29.754,4.318,0,0,1.685,5.589,155677,0,25,72.5776965265082,0,dps,DPS,
3,Samarog CM,TRUE,426,Taras.2159,5900,24.324,99.27,95.634,99.893,99.026,0.581,8.603,0,2.222,0,124308,0,0,89.8635477582846,2,leftover/trash/whatever,DPS,
9,Dhuum,FALSE,218,Sashyca.8172,0,0.82,10.91,,51.69,42.019,0,0,0,2.311,0,107128,0,0,0,2,leftover/trash/whatever,Boon DPS,
2,Qadim the Peerless CM,TRUE,22,hurricanelimcy.6793,0,11.436,68.936,56.447,30.12,30.399,0.182,0,0,2.407,12.771,11307,0,0,0,2,leftover/trash/whatever,heal,
8,Matthias Gabrel,FALSE,168,Sniperius.5623,25965,24.726,99.723,99.037,98.198,87.556,3.232,0,0,2.434,0.392,106389,2,30,81.3141683778234,0,dps,dps,
4,Qadim CM,TRUE,355,Taras.2159,4607,17.263,99.972,61.996,80.854,61.103,1.144,9.557,0,2.986,0,220245,1,0,80.8398950131233,2,leftover/trash/whatever,DPS,
8,Dhuum,FALSE,68,Sashyca.8172,0,2.996,59.689,4.977,36.926,22.241,0,0,0,3.021,0,14742,0,0,0,2,leftover/trash/whatever,Boon DPS,
4,Qadim,FALSE,379,Taras.2159,5742,18.463,100,71.602,79.599,73.144,1.079,8.375,0,3.195,0,96140,0,2,95.6719817767654,2,leftover/trash/whatever,DPS,
3,Deimos CM,TRUE,375,Taras.2159,0,24.727,99.024,99.514,99.25,95.299,1.268,17.948,0,3.832,0,217561,0,2,0,2,leftover/trash/whatever,DPS,
7,Matthias Gabrel,FALSE,146,GoGo.8725,18297,23.769,97.638,93.43,94.737,53.151,3.152,0,0,4.014,3.263,150905,1,30,57.5,0,dps,DPS,
4,Dhuum,FALSE,328,Taras.2159,10474,23.541,98.965,91.641,77.692,83.395,1.123,10.561,0,5.173,0,130557,0,0,81.9314641744548,2,leftover/trash/whatever,DPS,
